source,target,weight
0x16b70f44719b227278a2dc1122e8106cc929ecd1,0x44b51a7aa5575c77464b72a668c9fb65753721e3,1
0x60a39010e4892b862d1bb6bdde908215ac5af6f3,0x37d3195ddc41b1f01f1f3193dbff67b4dae48061,5
0x77696bb39917c91a0c3908d577d5e322095425ca,0xc15951df0e812bab9f8aa6776edbbcb8985dec34,14
0x77696bb39917c91a0c3908d577d5e322095425ca,0xc15951df0e812bab9f8aa6776edbbcb8985dec34,14
0x16b70f44719b227278a2dc1122e8106cc929ecd1,0x089cf2309d191e91ae8f1e1138196438b6fb2319,1
0xea1c9b9799cf4ff42738f62a226da590354a3f1e,0x60a39010e4892b862d1bb6bdde908215ac5af6f3,1
0x069c927b7e70f6c8392bcc7e429ccfc012148448,0x77696bb39917c91a0c3908d577d5e322095425ca,1
0x8c79dd12db828ed75d40545131bad9604746ec74,0x77696bb39917c91a0c3908d577d5e322095425ca,1
0xf6cd188456e872e61d227228a145d68ba41166a7,0x77696bb39917c91a0c3908d577d5e322095425ca,1
0x8548e20823033bf9be2f3f7d410c1be20cbafd18,0x77696bb39917c91a0c3908d577d5e322095425ca,1
0x6758d8287a8bb096a52eae9e11aad6aefe8c5fc1,0x77696bb39917c91a0c3908d577d5e322095425ca,1
0x85aa09364a29101caa0d64b0196f6bc5cd3409f8,0x77696bb39917c91a0c3908d577d5e322095425ca,1
0x6a373bb7d8bf1d3a85163fdfc40a3205748bedfa,0x77696bb39917c91a0c3908d577d5e322095425ca,1
0x77696bb39917c91a0c3908d577d5e322095425ca,0x127d32c816ce2bd8b6802655a54761b9a829b158,1
0x60a39010e4892b862d1bb6bdde908215ac5af6f3,0x274826aa7bd380bb511c1369e2a9303666b91a21,1
0xb512e9e82aa7647b26de2670595fd75197fbc68d,0x60a39010e4892b862d1bb6bdde908215ac5af6f3,1
0x77696bb39917c91a0c3908d577d5e322095425ca,0x2105cc080a2e9ea75ddd0d46def6e27eaeeaf76a,2
0xb5b7d379ab62187dbcb683f0b615acaa0269ca0a,0xf3bd05ed81987db9f99c489955fafc92cfb058c2,1
0x18bdb2706f8ca601e41342c257a331952b94919c,0x60a39010e4892b862d1bb6bdde908215ac5af6f3,1
0x16b70f44719b227278a2dc1122e8106cc929ecd1,0x350b8cd53e6f7bc7b2fc5b80891825ccabb635fe,5
0x77696bb39917c91a0c3908d577d5e322095425ca,0x74364240584c4a752793f06a158a6738a9301e48,1
0x60a39010e4892b862d1bb6bdde908215ac5af6f3,0x00000000726422a6fecb4759b44d47e48cf746aa,1
